sequence_id,cell_id,source_checkpoint,target_checkpoint,modality,point_index,time_s,voltage_V,capacity_Ah,temperature_K,actual_soh
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,904,735954.8694284884,3.7387295,0.1865715931640862,313.27631199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,905,735954.8694400626,3.739331,0.18677798215138422,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,906,735954.8694516366,3.7396917,0.18698437160722178,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,907,735954.8694632107,3.7399325,0.18719075951597758,313.326216,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,908,735954.8694747847,3.7402132,0.187397144940528,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,909,735954.8694863588,3.7406542,0.18760352955885481,313.288779,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,910,735954.8694979328,3.7409351,0.18780991343634032,313.27631199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,911,735954.869509507,3.7412958,0.18801629585518048,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,912,735954.8695210811,3.7414963,0.18822268010583829,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,913,735954.8695326551,3.7419777,0.1884290631082425,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,914,735954.8695442292,3.7424188,0.1886354460717095,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,915,735954.8695558032,3.7428598,0.1888418312612203,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,916,735954.8695673774,3.7429802,0.1890482160954149,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,917,735954.8695789514,3.7433813,0.1892546004945068,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,918,735954.8695905255,3.7440228,0.18946098539228648,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,919,735954.8696020995,3.744143,0.18966736994720798,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,920,735954.8696136737,3.7443435,0.1898737527779202,313.33872099999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,921,735954.8696252477,3.7448249,0.19008013682860309,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,922,735954.8696368218,3.7450254,0.1902865209502157,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,923,735954.8696483958,3.7453864,0.19049290510697092,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,924,735954.8696599699,3.745667,0.1906992888271179,313.27631199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,925,735954.8696715441,3.7462285,0.1909056734084168,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,926,735954.8696831181,3.746429,0.1911120588895196,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,927,735954.8696946922,3.74683,0.1913184453166538,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,928,735954.8697062662,3.7472711,0.1915248308351101,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,929,735954.8697178403,3.7475917,0.1917312195964356,313.27631199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,930,735954.8697294143,3.7479126,0.1919376062004666,313.288779,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,931,735954.8697409885,3.7481532,0.1921439937627259,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,932,735954.8697525625,3.7487147,0.1923503813604092,313.30128299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,933,735954.8697641366,3.7490356,0.1925567670502794,313.30128299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,934,735954.8697757106,3.7492361,0.1927631534934421,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,935,735954.8697872848,3.7494366,0.19296954101310898,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,936,735954.8697988588,3.7497973,0.1931759285683729,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,937,735954.8698104329,3.7500782,0.1933823138093126,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,938,735954.869822007,3.7502387,0.1935887002313436,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,939,735954.869833581,3.7506797,0.1937950860520325,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,940,735954.8698451552,3.7511208,0.1940014722689073,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,941,735954.8698567292,3.751241,0.1942078584061754,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,942,735954.8698683033,3.7517624,0.19441424541521202,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,943,735954.8698798773,3.7517223,0.1946206313737047,313.27631199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,944,735954.8698914514,3.7525644,0.1948270176947734,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,945,735954.8699030255,3.752845,0.195033404254581,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,946,735954.8699145996,3.7529655,0.195239790676534,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,947,735954.8699261736,3.7533264,0.1954461754133165,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,948,735954.8699377477,3.7536874,0.1956525596834072,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,949,735954.8699493217,3.7540884,0.1958589468336962,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,950,735954.8699608959,3.7542086,0.1960653299882609,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,951,735954.86997247,3.7544491,0.1962717140245972,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,952,735954.869984044,3.75473,0.1964780999231737,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,953,735954.8699956181,3.755131,0.19668448353550888,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,954,735954.8700071921,3.755532,0.1968908650739204,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,955,735954.8700187663,3.7558928,0.197097247423818,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,956,735954.8700303403,3.7562537,0.1973036286421102,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,957,735954.8700419144,3.7562938,0.1975100114236315,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,958,735954.8700534884,3.7567751,0.19771639314050632,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,959,735954.8700650625,3.7570558,0.1979227781319139,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,960,735954.8700766366,3.7571361,0.19812916269750638,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,961,735954.8700882107,3.7574167,0.1983355501996663,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,962,735954.8700997847,3.7577777,0.1985419363775533,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,963,735954.8701113588,3.7581787,0.1987483226880731,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,964,735954.8701229328,3.7583392,0.19895470982958652,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,965,735954.870134507,3.7586598,0.199161095761617,313.238875,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,966,735954.8701460811,3.7589407,0.1993674823215332,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,967,735954.8701576551,3.7593415,0.1995738677108358,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,968,735954.8701692292,3.7596223,0.19978025308417421,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,969,735954.8701808032,3.7601435,0.1999866387088182,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,970,735954.8701923774,3.7602239,0.20019302535870698,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,971,735954.8702039514,3.7605848,0.20039941191493052,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,972,735954.8702155255,3.7606649,0.2006057987505256,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,973,735954.8702270995,3.7609859,0.2008121863780992,313.27631199999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,974,735954.8702386736,3.7613065,0.2010185736292114,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,975,735954.8702502477,3.7617075,0.2012249596126878,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,976,735954.8702618218,3.7619481,0.201431344197442,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,977,735954.8702733958,3.762269,0.2016377283332248,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,978,735954.8702849699,3.7625496,0.2018441105680712,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,979,735954.870296544,3.76267,0.2020504937332187,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,980,735954.870308118,3.763031,0.2022568778263448,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,981,735954.8703196922,3.763432,0.2024632604114108,313.263808,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,982,735954.8703312662,3.763833,0.202669641541392,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,983,735954.8703428403,3.7639933,0.2028760229860738,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,984,735954.8703544143,3.7641938,0.20308240595839439,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,985,735954.8703659885,3.7646751,0.20328879024809102,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,986,735954.8703775625,3.7647552,0.20349517516010202,313.22637,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,987,735954.8703891366,3.7649157,0.2037015594302809,313.25134099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,988,735954.8704007106,3.7652767,0.2039079430267164,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,989,735954.8704122847,3.7659183,0.2041143257056613,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,990,735954.8704238588,3.7658782,0.20432071006435482,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,991,735954.8704354329,3.7661989,0.2045270943980916,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,992,735954.870447007,3.7663593,0.2047334775950724,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,993,735954.870458581,3.7667603,0.2049398616158718,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,994,735954.8704701551,3.767041,0.2051462463016086,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,995,735954.8704817292,3.7671213,0.2053526278258972,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,996,735954.8704933033,3.7673619,0.2055590103563945,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,997,735954.8705048773,3.7678833,0.20576539381152678,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,998,735954.8705164514,3.7680435,0.2059717770650567,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,999,735954.8705280254,3.7680838,0.2061781604104648,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1000,735954.8705395996,3.7685249,0.2063845433970337,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1001,735954.8705511736,3.7687654,0.2065909286061367,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1002,735954.8705627477,3.7691264,0.2067973115343628,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1003,735954.8705743217,3.7692869,0.20700369210532632,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1004,735954.8705858958,3.7694471,0.20721007306734548,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1005,735954.87059747,3.7700086,0.2074164524840156,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1006,735954.870609044,3.7702491,0.20762283087886899,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1007,735954.8706206181,3.7706101,0.2078292111194526,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1008,735954.8706321921,3.770891,0.20803558988040502,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1009,735954.8706437662,3.7708507,0.20824196875419448,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1010,735954.8706553403,3.7712517,0.2084483488127645,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1011,735954.8706669144,3.7714121,0.2086547306517469,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1012,735954.8706784884,3.7715726,0.2088611141880663,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1013,735954.8706900625,3.7719336,0.2090674959140218,313.201395,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1014,735954.8707016365,3.7722542,0.20927387820578341,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1015,735954.8707132107,3.7721741,0.20948026000228878,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1016,735954.8707247847,3.7725351,0.20968664546950622,313.21390399999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1017,735954.8707363588,3.7729361,0.2098930289829068,313.188929,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1018,735954.8707479329,3.7729361,0.210099412125017,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1019,735954.870759507,3.7733772,0.2103057969272902,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1020,735954.8707710811,3.7735376,0.2105121813159349,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1021,735954.8707826551,3.7738583,0.210718564463111,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1022,735954.8707942292,3.7741792,0.2109249460476515,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1023,735954.8708058032,3.7743397,0.21113132768353948,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1024,735954.8708173773,3.7747004,0.2113377107159085,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1025,735954.8708289514,3.7747808,0.2115440924771287,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1026,735954.8708405255,3.7751014,0.21175047516128878,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1027,735954.8708520995,3.7755024,0.2119568573308648,313.11405399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1028,735954.8708636736,3.7756629,0.21216323905679998,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1029,735954.8708752476,3.7759035,0.2123696217957323,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1030,735954.8708868218,3.7760239,0.2125760067058309,313.17646299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1031,735954.8708983959,3.7762644,0.2127823896553514,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1032,735954.8709099699,3.7763848,0.2129887716200087,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1033,735954.870921544,3.776866,0.2131951545305244,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1034,735954.870933118,3.7769461,0.2134015374902445,313.11405399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1035,735954.8709446922,3.7771869,0.2136079195113763,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1036,735954.8709562662,3.7774675,0.2138143001267937,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1037,735954.8709678403,3.7775075,0.21402068174663968,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1038,735954.8709794143,3.7777081,0.21422706365622618,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1039,735954.8709909884,3.7778685,0.2144334469238925,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1040,735954.8710025625,3.7782695,0.2146398303805542,313.076579,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1041,735954.8710141366,3.7785904,0.2148462116890666,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1042,735954.8710257106,3.778791,0.21505259373848468,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1043,735954.8710372847,3.7787507,0.21525897535810679,313.11405399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1044,735954.8710488589,3.7791116,0.21546535587472532,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1045,735954.8710604329,3.7793522,0.21567173758307562,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1046,735954.871072007,3.7795527,0.21587812015757582,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1047,735954.871083581,3.7798736,0.2160845032519938,313.11405399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1048,735954.8710951551,3.7801943,0.2162908855596619,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1049,735954.8711067291,3.7801542,0.21649726946733258,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1050,735954.8711183033,3.7803948,0.2167036515857273,313.11405399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1051,735954.8711298773,3.7806756,0.2169100338013441,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1052,735954.8711414514,3.7808762,0.2171164184729242,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1053,735954.8711530254,3.7811968,0.2173228005541856,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1054,735954.8711645995,3.7813172,0.2175291851125522,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1055,735954.8711761736,3.7814777,0.2177355685481635,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1056,735954.8711877477,3.7818387,0.2179419536421746,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1057,735954.8711993218,3.7818787,0.2181483356175028,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1058,735954.8712108958,3.7820392,0.2183547183071289,313.15149499999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1059,735954.87122247,3.7820792,0.2185611007896932,313.076579,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1060,735954.871234044,3.7823598,0.2187674826055603,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1061,735954.8712456181,3.782841,0.2189738689725477,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1062,735954.8712571921,3.7828813,0.2191802532515496,313.039141,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1063,735954.8712687662,3.7830818,0.2193866393833449,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1064,735954.8712803402,3.7834425,0.2195930217828268,313.06411199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1065,735954.8712919144,3.7834425,0.2197994058602227,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1066,735954.8713034884,3.783643,0.2200057912637397,313.014166,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1067,735954.8713150625,3.784004,0.2202121765203485,313.06411199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1068,735954.8713266365,3.7842848,0.2204185613051317,313.11405399999995,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1069,735954.8713382107,3.7841644,0.2206249457768148,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1070,735954.8713497848,3.7846456,0.2208313291363254,313.12652099999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1071,735954.8713613588,3.7847259,0.22103771295558,312.97673299999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1072,735954.8713729329,3.7850869,0.2212440963982239,313.10155,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1073,735954.8713845069,3.785167,0.22145047998920359,313.16396199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1074,735954.871396081,3.7853274,0.2216568614393345,313.06411199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1075,735954.8714076551,3.7854476,0.2218632453931512,313.08908299999996,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1076,735954.8714192292,3.7856481,0.222069627583964,313.138987,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1077,735954.8714308032,3.7858486,0.22227601083742268,313.076579,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1078,735954.8714423773,3.7860491,0.2224823948970303,313.039141,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1079,735954.8714539513,3.7860491,0.2226887742200826,313.06411199999997,98.67620878772155
Cell1:cyc0000->cyc0100,Cell1,cyc0000,cyc0100,C1ch,1080,735954.8714655255,3.78637,0.22289515698188608,313.02667499999995,98.67620878772155
